offer_id,type,fuel_type,transmission,dealer_plz,dealer_city,dealer_street_house_nr,init_regist_my,init_regist_month,init_regist_year,init_regist_dt,make,mileage,hp,price
7324420,AUDI A5 Sportback 3.0 TDI quattro S-tronic (Limousine),Diesel,Automatisiertes Schaltgetriebe,8488,Turbenthal,Mettlenstrasse 3,10.2014,10.0,2014.0,2014-10,AUDI,75000,245,22500
7512768,MERCEDES-BENZ SLK 200 7G-Tronic (Cabriolet),Benzin,Automat sequentiell,3186,Düdingen,Brugerastrasse 60,6.2013,6.0,2013.0,2013-06,MERCEDES-BENZ,46655,184,23749
7512034,MERCEDES-BENZ C 350 Avantgarde 4Matic 7G-Tronic (Limousine),Benzin,Automat sequentiell,1262,Eysins,1262 Eysins,6.2011,6.0,2011.0,2011-06,MERCEDES-BENZ,138955,306,18500
7512728,MERCEDES-BENZ A 45 AMG 4Matic Speedshift 7G-DCT (Limousine),Benzin,Automatisiertes Schaltgetriebe,4314,Zeiningen,Am Stutz 21,8.2015,8.0,2015.0,2015-08,MERCEDES-BENZ,43000,360,36000
7490242,AUDI A5 Sportback 2.0 TFSI Sport quattro S-tronic (Limousine),Benzin,Automatisiertes Schaltgetriebe,3250,Lyss,3250 Lyss,9.2018,9.0,2018.0,2018-09,AUDI,43300,252,48500
7512188,MERCEDES-BENZ SLK 200 Kompressor (Cabriolet),Benzin,Schaltgetriebe manuell,8832,Wollerau,Lindenstr. 1,12.2004,12.0,2004.0,2004-12,MERCEDES-BENZ,109000,163,12000
7512184,MERCEDES-BENZ C 350 Elégance Sport Edition 4Matic Automatic (Kombi),Benzin,Automat,6460,Altdorf,Spitalstrasse 8a,5.2006,5.0,2006.0,2006-05,MERCEDES-BENZ,156000,272,8000
7512142,SEAT Ibiza SC 1.4 TSI Cupra DSG (Kleinwagen),Benzin,Automatisiertes Schaltgetriebe,3014,Bern,Morgartenstrasse 17,2.201,2.0,2010.0,2010-02,SEAT,71400,180,10500
7511265,PORSCHE 911 Turbo Cabrio PDK (Cabriolet),Benzin,Automatisiertes Schaltgetriebe,4133,Pratteln,Schauenburgerstrasse 22,7.2015,7.0,2015.0,2015-07,PORSCHE,18000,521,143500
7511230,VW Golf 1.4 TSI Comfortline (Limousine),Benzin,Schaltgetriebe manuell,1807,Blonay,Chemin du Sous-Bois 5,12.2015,12.0,2015.0,2015-12,VW,110000,125,19800
7511828,AUDI RS3 2.5 TSI quattro S-tronic (Limousine),Benzin,Automatisiertes Schaltgetriebe,2087,Cornaux,Route des Provins 36,5.2018,5.0,2018.0,2018-05,AUDI,32000,400,59800
7511730,VW Golf 2.0 TSI R 4Motion (Limousine),Benzin,Schaltgetriebe manuell,5724,Dürrenäsch,5724 Dürrenäsch,4.2016,4.0,2016.0,2016-04,VW,56000,301,34500
7511638,MERCEDES-BENZ A 250 Sport 4Matic 7G-DCT (Limousine),Benzin,Automatisiertes Schaltgetriebe,8320,Fehraltorf,Im Berg 5,5.2017,5.0,2017.0,2017-05,MERCEDES-BENZ,53000,218,28900
7510626,BMW 1er M Coupé (Coupé),Benzin,Schaltgetriebe manuell,8272,Ermatingen,Hauptstrasse,6.2012,6.0,2012.0,2012-06,BMW,50500,340,44999
7407798,AUDI RS3 2.5 TSI quattro S-tronic (Limousine),Benzin,Automatisiertes Schaltgetriebe,6900,Lugano,6900 Lugano,9.2018,9.0,2018.0,2018-09,AUDI,51000,400,48500
7511040,BMW M4 Cabriolet DKG (Cabriolet),Benzin,Automatisiertes Schaltgetriebe,8050,Zürich,Regensbergstrasse 302,9.2018,9.0,2018.0,2018-09,BMW,14500,431,77800
7452216,MERCEDES-BENZ GLE 250 d 4Matic 9G-Tronic (SUV / Geländewagen),Diesel,Automat sequentiell,8645,Jona,Blumenaustrasse 7,1.2016,1.0,2016.0,2016-01,MERCEDES-BENZ,107500,204,31500
7355685,AUDI A7 Sportback 3.0 TFSI quattro S-tronic (Limousine),Benzin,Automatisiertes Schaltgetriebe,3600,Thun,3600 Thun,7.2012,7.0,2012.0,2012-07,AUDI,149500,310,19900
7328315,BMW X3 xDrive 20d (SUV / Geländewagen),Diesel,Automat,1241,Geneve,28 Route de Presinge,11.2013,11.0,2013.0,2013-11,BMW,137000,184,19900
7510896,DS AUTOMOBILES DS3 Cabrio 1.6 THP Sport Chic (Cabriolet),Benzin,Schaltgetriebe manuell,1972,Anzère,Route du Nord 5,3.2013,3.0,2013.0,2013-03,DS,67000,156,8800
7509998,MERCEDES-BENZ S 500 4Matic 7G-Tronic (Limousine),Benzin,Automat sequentiell,8184,Bachenbülach,8184 Bachenbülach,8.2014,8.0,2014.0,2014-08,MERCEDES-BENZ,76000,455,52000
7450524,KIA Ceed Sporty Wagon 1.4 16V Basic (Kleinwagen),Benzin,Schaltgetriebe manuell,1975,St. Severin,Route de Savoie 168,10.201,10.0,2010.0,2010-10,KIA,165000,90,3000
7487570,AUDI S3 Sportback 2.0 TFSI quattro (Limousine),Benzin,Schaltgetriebe manuell,2950,courgenay,Le Breuil 9,9.2011,9.0,2011.0,2011-09,AUDI,74000,265,16999
7493778,JAGUAR F-Pace 2.0d Prestige AWD Automatik (SUV / Geländewagen),Diesel,Automat sequentiell,8262,Ramsen,8262 Ramsen,4.2017,4.0,2017.0,2017-04,JAGUAR,69450,180,29999
7467442,BMW 535i xDrive Luxury Line Steptronic (Limousine),Benzin,Automat sequentiell,8702,Zollikon,8702 Zollikon,11.2013,11.0,2013.0,2013-11,BMW,91000,306,28750
7427995,VW Scirocco 1.4 TSI DSG (Coupé),Benzin,Automatisiertes Schaltgetriebe,1815,Clarens,Av.mayor-vautier,6.2009,6.0,2009.0,2009-06,VW,202000,160,6200
7510237,FERRARI 348 ts (Cabriolet),Benzin,Schaltgetriebe manuell,4410,Liestal,Arisdörferstrasse 108,12.1992,12.0,1992.0,1992-12,FERRARI,32900,286,54900
7510248,MERCEDES-BENZ ML 63 AMG 4Matic 7G-Tronic (SUV / Geländewagen),Benzin,Automat sequentiell,8750,Glarus,8750 Glarus,8.2006,8.0,2006.0,2006-08,MERCEDES-BENZ,170000,510,19500
7510212,AUDI A6 Avant 3.0 BiTDI V6 qu. competition tiptronic (Kombi),Diesel,Automat sequentiell,3063,Ittigen,"Kirschenackerweg, 30",1.2016,1.0,2016.0,2016-01,AUDI,71000,326,41900
7510203,FIAT 500 1.2 Lounge (Kleinwagen),Benzin,Schaltgetriebe manuell,9496,Balzers,Plattenbach 8,4.2015,4.0,2015.0,2015-04,FIAT,33622,70,7500
7509426,DODGE Challenger GT AWD (Coupé),Benzin,Automatik-Getriebe,5507,Mellingen,lenzburgerstrasse 55,5.2019,5.0,2019.0,2019-05,DODGE,30000,309,40000
7509715,AUDI S3 Sedan 2.0 TFSI quattro S-tronic (Limousine),Benzin,Automatisiertes Schaltgetriebe,8635,Dürnten,Kellerlochstrasse 7,2.2017,2.0,2017.0,2017-02,AUDI,64100,310,37500
7509404,OPEL Insignia Sports Tourer 2.0 CDTI Cosmo 4WD Aut. (Kombi),Diesel,Automat sequentiell,6078,Lungern,Badmattweg 29,6.2016,6.0,2016.0,2016-06,OPEL,96000,170,18500
7510150,BMW 118i (Limousine),Benzin,Schaltgetriebe manuell,8956,Killwangen,Rütenenstrasse 19.,6.2007,6.0,2007.0,2007-06,BMW,152000,143,5549
7510017,SEAT Leon 2.0 TSI World Champion Edition (Limousine),Benzin,Schaltgetriebe manuell,6210,Sursee,Cenrtralstrasse 31e,6.2009,6.0,2009.0,2009-06,SEAT,130000,285,13000
7510044,VW Passat Variant 2.0 TDI BMT Comfortline 4M (Kombi),Diesel,Schaltgetriebe manuell,7260,Davos Dorf,Museumstrasse 19,12.2011,12.0,2011.0,2011-12,VW,180200,140,9900
7503206,AUDI SQ5 3.0 TDI quattro tiptronic (SUV / Geländewagen),Diesel,Automat sequentiell,8408,Winterthur,Oberfeldstrasse 83a,8.2016,8.0,2016.0,2016-08,AUDI,46700,326,47900
7509999,MERCEDES-BENZ A 200 CDI Urban (Limousine),Diesel,Automat,8932,Mettmenstetten,Langacherstrasse 14,1.2014,1.0,2014.0,2014-01,MERCEDES-BENZ,104000,136,20000
7510025,RENAULT Scénic 1.5 dCi Bose EDC (Kompaktvan / Minivan),Diesel,Automatisiertes Schaltgetriebe,8906,Bonstetten,Im Heumoos 13K,9.2014,9.0,2014.0,2014-09,RENAULT,45000,110,13900
7509956,BMW X4 xDrive 30d Steptronic (SUV / Geländewagen),Diesel,Automat sequentiell,4104,Oberwil,Benkenstrasse 67,6.2015,6.0,2015.0,2015-06,BMW,59800,258,33800
7509943,RENAULT Koleos 2.0 dCi Edition One 4x4 Xtronic CVT (SUV / Geländewagen),Diesel,"Automat stufenlos, sequentiell",9642,Ebnat Kappel,Berglistrasse 32b,8.2017,8.0,2017.0,2017-08,RENAULT,45000,177,23800
7509947,SEAT Toledo 1.4 TSI Style DSG (Limousine),Benzin,Automatisiertes Schaltgetriebe,8152,Opfikon,Wallisellerstr.172,3.2013,3.0,2013.0,2013-03,SEAT,119000,122,8450
7305781,FORD Galaxy 2.0 TDCi Titanium AWD PowerShift (Kompaktvan / Minivan),Diesel,Automatisiertes Schaltgetriebe,9030,Abtwil,Mühleweiherstr. 8a,1.2016,1.0,2016.0,2016-01,FORD,40000,180,27900
7509887,MERCEDES-BENZ SL 300 cabriolet (Cabriolet),Benzin,Automatik-Getriebe,1212,Grand-Lancy,1212 Grand-Lancy,9.1985,9.0,1985.0,1985-09,MERCEDES-BENZ,106000,188,44000
7496116,VOLVO V60 T5 Summum Powershift (Kombi),Benzin,Automatisiertes Schaltgetriebe,4500,Solothurn,Bucheggweg 4,12.2011,12.0,2011.0,2011-12,VOLVO,72000,240,15950
7509768,MERCEDES-BENZ 500 SL Automatic (Cabriolet),Benzin,Automat,8810,Horgen,8810 Horgen,1.1989,1.0,1989.0,1989-01,MERCEDES-BENZ,179000,223,45000
6900996,FORD MUSTANG 4.0 Premium (Limousine),Benzin,Automatik-Getriebe,7403,Rhäzüns,Via Suro 13,3.201,3.0,2010.0,2010-03,FORD,35100,215,17900
7509758,JEEP Renegade 2.0 MJ Trailhawk AWD + Low Range 9ATX (SUV / Geländewagen),Diesel,Automat sequentiell,1815,Clarens,rue des Vaudrès 18,10.2018,10.0,2018.0,2018-10,JEEP,28000,170,24900
6792037,MINI Cooper S Cabriolet (Cabriolet),Benzin,Schaltgetriebe manuell,8706,Meilen,Neuwiesenstrasse 47,4.2017,4.0,2017.0,2017-04,MINI,14200,192,26800
7509700,BMW Z4 3.0i Roadster (Cabriolet),Benzin,Schaltgetriebe manuell,4702,Oensingen,Leuenallee,9.2003,9.0,2003.0,2003-09,BMW,99020,231,11000
7504402,AUDI RS4 Avant 4.2 V8 quattro (Kombi),Benzin,Schaltgetriebe manuell,8832,Wollerau,"Erlenstrasse, 125",7.2007,7.0,2007.0,2007-07,AUDI,162500,420,16400
7416516,AUDI S3 Sedan 2.0 TFSI quattro S-tronic (Limousine),Benzin,Automatisiertes Schaltgetriebe,4057,Basel,Hochbergerstrasse 70,10.2016,10.0,2016.0,2016-10,AUDI,60600,310,36500
7509669,MERCEDES-BENZ Viano 3.0 CDI Blue Efficiency Fun L A (Kombi),Diesel,Automat,1180,Rolle,Rte de Lausanne 28,3.2012,3.0,2012.0,2012-03,MERCEDES-BENZ,57000,224,45000
7307922,MERCEDES-BENZ C 200 BlueTEC Avantgarde 7G-Tronic (Kombi),Diesel,Automat sequentiell,3036,Detligen,Hauptstrasse,1.2015,1.0,2015.0,2015-01,MERCEDES-BENZ,89900,136,17900
7509581,MERCEDES-BENZ 220 220 S (Limousine),Benzin,Schaltgetriebe manuell,8406,Winterthur,Neubruchstrasse 4B,9.1959,9.0,1959.0,1959-09,MERCEDES-BENZ,4000,100,42000
7509538,AUDI A3 Sportback 1.4 e-tron Sport S-tronic (Limousine),Plug-in-Hybrid Benzin/Elektro,Automatisiertes Schaltgetriebe,8280,Kreuzlingen,Bernrainstrasse 19,7.2017,7.0,2017.0,2017-07,AUDI,19500,204,24800
7509483,RENAULT Grand Scénic 1.3 16V Turbo Initiale Paris EDC (Kompaktvan / Minivan),Benzin,Automatisiertes Schaltgetriebe,1630,Bulle,Route de Riaz 99,6.2019,6.0,2019.0,2019-06,RENAULT,9900,160,35900
6467415,PORSCHE 911 SC (Coupé),Benzin,Schaltgetriebe,6026,Rain,6026 Rain,9.1979,9.0,1979.0,1979-09,PORSCHE,93000,188,71900
7421929,MERCEDES-BENZ A 250 A 250 AMG Line 4Matic 7G-DCT 4Matic (Limousine),Benzin,Automatisiertes Schaltgetriebe,1800,Vevey,Rue du Jura 4B,4.2019,4.0,2019.0,2019-04,MERCEDES-BENZ,13500,224,44900
7509389,VW T5 Multivan 2.0 TDI CR Startline (Bus),Diesel,Schaltgetriebe manuell,6043,Adligenswil,Luzernerstrasse 13,7.2013,7.0,2013.0,2013-07,VW,135280,140,24860
7509365,AUDI S3 Sportback 2.0 TFSI quattro S-tronic (Limousine),Benzin,Automatisiertes Schaltgetriebe,9050,Appenzell,Schöttlerstrasse 13,11.2009,11.0,2009.0,2009-11,AUDI,165000,311,15500
5448405,BMW Z3 2.2i Roadster (Cabriolet),Benzin,Schaltgetriebe manuell,3001,Bern,"Schwarztorstrasse 7, Postfach",4.2001,4.0,2001.0,2001-04,BMW,113000,170,9500
7416895,MERCEDES-BENZ GLE Coupé 43 AMG 4Matic 9G-Tronic (SUV / Geländewagen),Benzin,Automat sequentiell,1207,Genève,Eaux-Vives,4.2017,4.0,2017.0,2017-04,MERCEDES-BENZ,11200,367,78000
7509285,SEAT Ibiza 1.5 TSI EVO Swiss FR (Kleinwagen),Benzin,Schaltgetriebe manuell,4626,Niederbuchsiten,Neumatt 3,5.2018,5.0,2018.0,2018-05,SEAT,27000,150,19900
7509188,PORSCHE 911 Carrera 4S PDK (Coupé),Benzin,Automatisiertes Schaltgetriebe,1025,St-Sulpice,Rue du Centre 76B,6.2017,6.0,2017.0,2017-06,PORSCHE,30000,420,122000
7503104,PORSCHE 911 Carrera 4S Cabrio (Cabriolet),Benzin,Schaltgetriebe manuell,6061,Ober Wilen (Sarnen),Sitacherstrasse 11,11.2016,11.0,2016.0,2016-11,PORSCHE,29900,420,108000
7509078,SEAT Leon 1.4 TSI COPA Style (Limousine),Benzin,Schaltgetriebe manuell,9323,Steinach,Kornfeldstrasse 12a,6.2012,6.0,2012.0,2012-06,SEAT,122500,125,5490
7509022,MERCEDES-BENZ C 200 Coupé AMG Line 4Matic 9G-Tronic (Coupé),Benzin,Automat sequentiell,8048,Zurich,Flurstrasse,5.2017,5.0,2017.0,2017-05,MERCEDES-BENZ,22000,184,39900
7508937,SKODA Octavia Combi 1.4 TSI Active (Kombi),Benzin,Schaltgetriebe manuell,8134,Adliswil,Soodstrasse 29,1.2014,1.0,2014.0,2014-01,SKODA,106000,140,8500
7508976,VW Golf 2.0 TSI R 4Motion (Limousine),Benzin,Schaltgetriebe manuell,4852,Rothrist,Kornweg 38a,7.201,7.0,2010.0,2010-07,VW,161800,270,16000
7508913,VW Golf 2.0 TSI R 4Motion DSG (Limousine),Benzin,Automatisiertes Schaltgetriebe,4658,Däniken,4658 Däniken,7.2014,7.0,2014.0,2014-07,VW,74000,301,25500
7508873,SUBARU Levorg 1.6DIT Luxury S AWD Lineartronic (Kombi),Benzin,"Automat stufenlos, sequentiell",1273,Arzier-Le Muids,Ch. des Viroux 35,1.2016,1.0,2016.0,2016-01,SUBARU,94500,170,14900
7508883,BMW X1 xDrive 25d M Sport Steptronic (SUV / Geländewagen),Diesel,Automat sequentiell,1630,Bulle,1630 Bulle,2.2017,2.0,2017.0,2017-02,BMW,124000,231,25900
7508679,BMW X5 xDrive 40d Steptronic (SUV / Geländewagen),Diesel,Automat sequentiell,5074,Eiken,5074 Eiken,4.2016,4.0,2016.0,2016-04,BMW,205000,313,31000
7508722,FORD EcoSport 1.0 SCTi Titanium S (SUV / Geländewagen),Benzin,Schaltgetriebe manuell,8820,Wädenswil,8820 Wädenswil,12.2017,12.0,2017.0,2017-12,FORD,28000,140,13500
7508434,MERCEDES-BENZ Vito 116 CDI Blue Efficiency L 4Matic A (Kombi),Diesel,Automat,8048,Zürich,8048 Zürich,4.2014,4.0,2014.0,2014-04,MERCEDES-BENZ,80000,163,24000
7063476,BMW 220i Gran Tourer M Sport Steptronic (Kompaktvan / Minivan),Benzin,Automat sequentiell,2543,Lengnau BE,2543 Lengnau BE,8.2015,8.0,2015.0,2015-08,BMW,100000,192,17800
7498075,NISSAN Murano 2.5 dCi Automatic (SUV / Geländewagen),Diesel,Automat sequentiell,1032,Romanel sur Lausanne,Chemin du Bois-Genoud 28,6.201,6.0,2010.0,2010-06,NISSAN,145000,190,9000
7508206,BMW M2 Competition Drivelogic (Coupé),Benzin,Automatisiertes Schaltgetriebe,3661,Uetendorf,Dorfstrasse 81,10.2018,10.0,2018.0,2018-10,BMW,13800,410,58700
7261136,OPEL Cascada 1.6i 16V Cosmo Automat (Cabriolet),Benzin,Automat sequentiell,6023,Rothenburg,Franz-Zelgerstrasse 7,4.2016,4.0,2016.0,2016-04,OPEL,35000,170,19300
7507928,PORSCHE Macan GTS PDK (SUV / Geländewagen),Benzin,Automatisiertes Schaltgetriebe,8514,Amlikon-Bissegg,Nestlerstrasse 2,9.2016,9.0,2016.0,2016-09,PORSCHE,38500,360,59500
7507847,SMART fortwo passion mhd softouch (Kleinwagen),Benzin,Automatisiertes Schaltgetriebe,8185,Winkel,Dorfstrasse 18,2.201,2.0,2010.0,2010-02,SMART,80500,71,6500
7491966,OPEL Insignia Sports Tourer 2.0 CDTI Cosmo 4WD Aut. (Kombi),Diesel,Automat sequentiell,9314,Gemeinde Egnach,9314 Gemeinde Egnach,12.2015,12.0,2015.0,2015-12,OPEL,128000,170,12490
7507631,TOYOTA Yaris 1.5 VVT-i Hybrid Trend e-CVT (Kleinwagen),Voll-Hybrid Benzin/Elektro,Automat stufenlos,1261,le vaud,Rte de pensaz,11.2017,11.0,2017.0,2017-11,TOYOTA,15000,101,18900
7507733,KIA Ceed 1.6 GDi GT (Limousine),Benzin,Schaltgetriebe manuell,5742,Kölliken,5742 Kölliken,9.2018,9.0,2018.0,2018-09,KIA,9900,204,27900
7507655,BMW M3 Cabriolet DSG (Cabriolet),Benzin,Automatisiertes Schaltgetriebe,8472,Seuzach,Gotthelfstrasse 25c,5.2012,5.0,2012.0,2012-05,BMW,141000,420,28900
7507500,MERCEDES-BENZ C 250 BlueTEC AMG Line 4Matic 7G-Tronic (Kombi),Diesel,Automat sequentiell,6244,Nebikon,Grossmatt 4,5.2016,5.0,2016.0,2016-05,MERCEDES-BENZ,52000,204,29500
7418259,AUDI A8 3.0 TDI quattro tiptronic (Limousine),Diesel,Automat sequentiell,4702,Oensingen,"Vogelherdstrasse, 4",1.2013,1.0,2013.0,2013-01,AUDI,170000,250,24900
7428814,SUBARU Levorg 1.6DIT Swiss S AWD Lineartronic (Kombi),Benzin,"Automat stufenlos, sequentiell",1807,Blonay,1807 Blonay,10.2016,10.0,2016.0,2016-10,SUBARU,40000,170,16900
7506992,MERCEDES-BENZ A 35 AMG 4Matic Speedshift (Limousine),Benzin,Automatisiertes Schaltgetriebe,4914,Roggwil,St. Urbanstrasse 36d,6.2019,6.0,2019.0,2019-06,MERCEDES-BENZ,13000,306,58000
7415123,MERCEDES-BENZ E 250 BlueTEC Avantgarde 4Matic 7G-Tronic (Limousine),Diesel,Automat sequentiell,3920,zermatt,vispastrasse 48,2.2016,2.0,2016.0,2016-02,MERCEDES-BENZ,151000,204,20500
7414508,CITROEN C3 Aircross 1.2i PureTech Shine EAT (SUV / Geländewagen),Benzin,Automat sequentiell,1026,ECHANDENS,SAUGEY,9.2018,9.0,2018.0,2018-09,CITROEN,39000,110,17400
7505473,AUDI A3 Sportback 2.0 TFSI Ambiente quattro S-tronic (Limousine),Benzin,Automatisiertes Schaltgetriebe,9470,Buchs (SG),Churerstrasse 61,6.2012,6.0,2012.0,2012-06,AUDI,139000,200,11500
7506527,AUDI A6 Avant 2.8 V6 FSI quattro tiptronic (Kombi),Benzin,Automat sequentiell,8604,Volketswil,Brugglenstrasse 11,7.2008,7.0,2008.0,2008-07,AUDI,155000,210,10900
7499124,OPEL Signum 2.2 Diamond (Limousine),Benzin,Schaltgetriebe manuell,4802,Strengelbach,"Lehmgrubenweg, 4",6.2008,6.0,2008.0,2008-06,OPEL,95000,155,5000
7350961,LAND ROVER Range Rover 4.4 SDV8 Autobiography Automatic (SUV / Geländewagen),Diesel,Automat sequentiell,1201,Genève,1201 Genève,6.2014,6.0,2014.0,2014-06,LAND,91000,340,56900
7437502,MERCEDES-BENZ GLK 350 4Matic 7G-Tronic (SUV / Geländewagen),Benzin,Automat sequentiell,8645,Jona,Rütistrasse 40a,6.2009,6.0,2009.0,2009-06,MERCEDES-BENZ,102000,272,16300
7504609,PORSCHE 911 Targa 4S PDK (Cabriolet),Benzin,Automatisiertes Schaltgetriebe,6353,Weggis,6353 Weggis,8.2018,8.0,2018.0,2018-08,PORSCHE,14000,420,138000
7504056,LAND ROVER Range Rover Evoque 2.0 Si4 HSE Dynamic AT9 (SUV / Geländewagen),Benzin,Automat sequentiell,8966,Oberwil-Lieli,Birrächerstrasse 9,3.2017,3.0,2017.0,2017-03,LAND,22500,241,36500
7328089,CHEVROLET Camaro 6.2 Coupé Hot Wheels Edition Automatic (Coupé),Benzin,Automat sequentiell,8623,Wetzikon,Neufeldstrasse 2,5.2013,5.0,2013.0,2013-05,CHEVROLET,31298,405,28500
7041639,AUDI A5 Coupé 2.0 TFSI (Coupé),Benzin,Schaltgetriebe manuell,3113,Rubigen,"Worbstrasse, 54",1.2011,1.0,2011.0,2011-01,AUDI,85200,180,14900
7501967,MERCEDES-BENZ 200 (Limousine),Benzin,Schaltgetriebe manuell,5326,Schwaderloch,Rheingasse,11.1982,11.0,1982.0,1982-11,MERCEDES-BENZ,189531,98,8900
7484770,TOYOTA C-HR 1.8 HSD Trend CVT (SUV / Geländewagen),Voll-Hybrid Benzin/Elektro,Automat stufenlos,9556,Affeltrangen,Märwilerstrasse 43,2.2018,2.0,2018.0,2018-02,TOYOTA,78900,122,20900
7191131,HYUNDAI TUCSON 1.6 T-GDi (SUV / Geländewagen),Benzin,Automatisiertes Schaltgetriebe,1025,St. Sulpice,1025 St. Sulpice,9.2016,9.0,2016.0,2016-09,HYUNDAI,29418,177,23250
7503280,BMW 535i Steptronic (Limousine),Benzin,Automat sequentiell,6416,Steinerberg,6416 Steinerberg,7.201,7.0,2010.0,2010-07,BMW,123000,306,14900
7503178,BMW X5 xDrive M50d Steptronic (SUV / Geländewagen),Diesel,Automat sequentiell,4103,Bottmingen,Birsigstrasse 2,5.2017,5.0,2017.0,2017-05,BMW,26045,381,86900
6713235,MAZDA MX-5 1.8i 16V Confort (Cabriolet),Benzin,Schaltgetriebe manuell,5712,Beinwil am See,Plattenstrasse 48a,6.2012,6.0,2012.0,2012-06,MAZDA,35000,126,13000
7502946,SKODA Octavia Combi 2.0 TDI Swiss Joy 4x4 (Kombi),Diesel,Schaltgetriebe manuell,4653,Obergösgen,4653 Obergösgen,5.2016,5.0,2016.0,2016-05,SKODA,63000,150,17900
7503014,SEAT Leon ST 2.0 TSI Cupra 280 DSG (Kombi),Benzin,Automatisiertes Schaltgetriebe,3315,Bätterkinden,Schachenstrasse 4,8.2015,8.0,2015.0,2015-08,SEAT,56000,336,20000
7502925,VOLVO XC90 D5 AWD Inscription Geartronic (SUV / Geländewagen),Diesel,Automat sequentiell,8154,Oberglatt,Kaiserstuhlstrasse 2,2.2016,2.0,2016.0,2016-02,VOLVO,87900,224,43900
7489031,TOYOTA Corolla Verso 1.8 Edition MultiMode (Kompaktvan / Minivan),Benzin,Automatisiertes Schaltgetriebe,2013,Colombier,Rue de Chaillet 3a,7.2008,7.0,2008.0,2008-07,TOYOTA,127000,129,6500
7502747,BMW M4 Coupé CS DKG (Coupé),Benzin,Automatisiertes Schaltgetriebe,1095,Lutry,1095 Lutry,5.2018,5.0,2018.0,2018-05,BMW,11000,460,78000
7103958,MINI Countryman Cooper S ALL4 Steptronic (SUV / Geländewagen),Benzin,Automat sequentiell,9496,Balzers,Heiligwies 8,6.2018,6.0,2018.0,2018-06,MINI,29000,192,31800
7502214,PORSCHE 911 Turbo manual (Coupé),Benzin,Schaltgetriebe manuell,9475,Sevelen,BIRKENWEG 4,5.2008,5.0,2008.0,2008-05,PORSCHE,35794,480,89800
7374100,AUDI RS7 Sportback 4.0 TFSI V8 performance quattro (Limousine),Benzin,Automat sequentiell,1247,Anières,"371 bis, rte d'Hermance",4.2016,4.0,2016.0,2016-04,AUDI,29000,605,85000
7497048,TOYOTA Prius+ 1.8 VVT-i HSD Sol (Kompaktvan / Minivan),Voll-Hybrid Benzin/Elektro,Automat stufenlos,1260,Nyon,1260 Nyon,12.2016,12.0,2016.0,2016-12,TOYOTA,19000,136,23500
7501625,VW Touran 1.6 TDI Comfortline DSG (Kompaktvan / Minivan),Diesel,Automatisiertes Schaltgetriebe,4460,Gelterkinden,Aumattweg 7,2.2014,2.0,2014.0,2014-02,VW,120200,105,10500
7414340,MERCEDES-BENZ GLC 43 AMG 4Matic 9G-Tronic (SUV / Geländewagen),Benzin,Automat sequentiell,6839,Sagno,6839 Sagno,4.2018,4.0,2018.0,2018-04,MERCEDES-BENZ,35000,367,56000
7468881,VW T6 Multivan 2.0 TDI Trendline Liberty DSG (Bus),Diesel,Automatisiertes Schaltgetriebe,8442,Hettlingen,8442 Hettlingen,3.2019,3.0,2019.0,2019-03,VW,10500,150,44200
7368096,CHEVROLET CORVETTE C3 L82 Handschaltung/Manuelle (Coupé),Schaltgetriebe,Hinterradantrieb,1800,Vevey,Vevey-Nord,9.1978,9.0,1978.0,1978-09,CHEVROLET,88500,240,14900
7468825,MERCEDES-BENZ E 400 Cabriolet AMG Line 4 Matic 9G-Tronic (Cabriolet),Benzin,Automat sequentiell,2503,Biel,Lore-Sandoz-Weg 28,8.2017,8.0,2017.0,2017-08,MERCEDES-BENZ,17000,333,60500
7457739,VW Golf 1.4 TSI Allstar DSG (Limousine),Benzin,Automatisiertes Schaltgetriebe,8834,Schindellegi,Neuhofstrasse 8,2.2017,2.0,2017.0,2017-02,VW,29900,125,18900
7468712,BMW X1 xDrive 20d xLine Steptronic (SUV / Geländewagen),Diesel,Automat sequentiell,5035,Unterentfelden,Alte Distelbergstrasse 5,11.2012,11.0,2012.0,2012-11,BMW,77000,184,16800
7411278,FIAT Ulysse 2.0 16V JTD Swiss Edition (Kompaktvan / Minivan),Diesel,Schaltgetriebe manuell,7000,Chur,Scalettastrasse 131,9.2007,9.0,2007.0,2007-09,FIAT,145000,136,6500
7301759,PORSCHE Cayenne Diesel Platinum Edition (SUV / Geländewagen),Diesel,Automat sequentiell,4058,Basel,Wittlingerstrasse 130,1.2017,1.0,2017.0,2017-01,PORSCHE,35000,262,60000
7418552,BMW 320d xDrive Touring Steptronic (Kombi),Diesel,Automat sequentiell,4123,Allschwil,4123 Allschwil,10.2011,10.0,2011.0,2011-10,BMW,157000,184,11350
7468358,AUDI RS4 Avant 2.9 TFSI quattro tiptronic (Kombi),Benzin,Automat sequentiell,3007,Bern,Brunnmattstrasse,5.2018,5.0,2018.0,2018-05,AUDI,44500,450,77500
7468237,PEUGEOT 308 SW 2.0 BlueHDI Active Automatic (Kombi),Diesel,Automat sequentiell,9425,Thal,Wiesentalstrasse 3,2.2015,2.0,2015.0,2015-02,PEUGEOT,142000,150,8900
7468217,BMW 530d Touring xDrive Steptronic (Kombi),Diesel,Automat sequentiell,4653,Obergösgen,4653 Obergösgen,6.2016,6.0,2016.0,2016-06,BMW,97300,258,29500
