offer_id,type,fuel_type,transmission,dealer_plz,dealer_city,dealer_street_house_nr,init_regist_my,init_regist_month,init_regist_year,init_regist_dt,make,mileage,hp,price
7434666,BMW 116i (Limousine),Benzin,Schaltgetriebe manuell,1807,Blonay,"Chemin du Signal, 43",2.2012,2.0,2012.0,2012-02,BMW,76406,136,11000
7434423,AUDI A3 Sportback 2.0 FSI Ambiente (Limousine),Benzin,Automat,4563,Gerlafingen,4563 Gerlafingen,4.2005,4.0,2005.0,2005-04,AUDI,108000,150,7499
7434353,MITSUBISHI Lancer Evo X MR TC-SST (Limousine),Benzin,Automatisiertes Schaltgetriebe,4310,Rheinfelden,Spitalstrasse 20a,6.2011,6.0,2011.0,2011-06,MITSUBISHI,95500,295,28000
7431419,VW Golf 2.0 TSI R 4Motion DSG (Limousine),Benzin,Automatisiertes Schaltgetriebe,6600,Locarno,San Jorio 8,10.2016,10.0,2016.0,2016-10,VW,28000,301,33000
6954397,SKODA Octavia Combi 2.0 TDI Ambition DSG (Kombi),Diesel,Automatisiertes Schaltgetriebe,2543,Lengnau,2543 Lengnau,6.2013,6.0,2013.0,2013-06,SKODA,157200,150,9400
7433835,MERCEDES-BENZ A 45 AMG Yellow Night Edition 4Matic 7G-DCT (Limousine),Benzin,Automatisiertes Schaltgetriebe,9245,Sonnental,9245 Sonnental,2.2018,2.0,2018.0,2018-02,MERCEDES-BENZ,30200,381,51790
7433469,SUZUKI Swift 1.2i 16V GL Top (Kleinwagen),Benzin,Schaltgetriebe manuell,6353,Weggis,Rigistrasse 79,12.2011,12.0,2011.0,2011-12,SUZUKI,118000,94,5100
7432612,AUDI A3 Cabriolet 1.8 TFSI Style (Cabriolet),Benzin,Schaltgetriebe manuell,1260,NYON,"3, rue Nicole",4.201,4.0,2010.0,2010-04,AUDI,156000,160,6500
7433628,VW Golf R32 4Motion (Limousine),Benzin,Schaltgetriebe manuell,8955,Oetwil an der Limmat,im wiesentäli 1,9.2006,9.0,2006.0,2006-09,VW,178000,250,14900
7433191,OPEL Omega 3.0i MV6 A (Kombi),Benzin,Automat,2710,Tavannes,Rue de eaux 9,6.1997,6.0,1997.0,1997-06,OPEL,175000,211,1500
7432862,PORSCHE Cayenne Diesel (SUV / Geländewagen),Diesel,Automat sequentiell,8047,Zürich,Breitenlooweg 8,12.2011,12.0,2011.0,2011-12,PORSCHE,119000,245,37900
7433013,BMW M135i xDrive Steptronic (Limousine),Benzin,Automat sequentiell,1588,Cudrefin,Route de Neuchâtel 41a,11.2019,11.0,2019.0,2019-11,BMW,5500,306,56500
6862175,BMW 118i Steptronic (Limousine),Benzin,Automat sequentiell,1201,Genève,Jean Antoine Gautier,9.2017,9.0,2017.0,2017-09,BMW,11200,136,18500
7432738,FORD Tourneo Connect M1 200 TDCi S Trend (Limousine),Diesel,Schaltgetriebe manuell,2300,La Chaux-de-Fonds,Rue des Crêtets 77,10.2009,10.0,2009.0,2009-10,FORD,70000,90,5900
7432525,NISSAN 370 Z nismo (Coupé),Benzin,Schaltgetriebe manuell,9403,Goldach,Stelzenrebenstrasse,4.2017,4.0,2017.0,2017-04,NISSAN,32000,344,29200
7432075,AUDI Q7 3.0 TDI quattro tiptronic (SUV / Geländewagen),Diesel,Automat sequentiell,8303,Bassersdorf,Mülihalden 7,12.2016,12.0,2016.0,2016-12,AUDI,52000,272,57000
7347179,TOYOTA 4-Runner 2.4 (SUV / Geländewagen),Benzin,Schaltgetriebe manuell,9203,Niederwil,Im Dorf,6.1989,6.0,1989.0,1989-06,TOYOTA,140000,112,36000
7432048,BMW 335i Cabriolet DSG (Cabriolet),Benzin,Automatisiertes Schaltgetriebe,5742,Kölliken,Hauptstrasse 2,7.2012,7.0,2012.0,2012-07,BMW,94800,306,20900
7432027,JEEP Grand Cherokee 6.4 V8 HEMI SRT8 Automatic (SUV / Geländewagen),Benzin,Automat sequentiell,8598,Bottighofen,Mooswiesenstrasse 17,8.2016,8.0,2016.0,2016-08,JEEP,62500,468,46900
7431331,MERCEDES-BENZ C 200 AMG Line 7G-Tronic (Limousine),Benzin,Automat sequentiell,6020,Emmenbrücke,H,2.2016,2.0,2016.0,2016-02,MERCEDES-BENZ,51900,184,26850
7431961,BMW X1 xDrive 23d Steptronic (SUV / Geländewagen),Diesel,Automat sequentiell,1627,Vaulruz,Les Ouches 27,11.201,11.0,2010.0,2010-11,BMW,212000,204,10500
7431882,AUDI RS6 Avant 4.0 TFSI V8 quattro Tiptronic - CAPRISTO (Kombi),Benzin,Automat sequentiell,3422,Kirchberg BE,Hellacher 2D,5.2016,5.0,2016.0,2016-05,AUDI,81000,560,71600
7431955,DACIA Duster TCe 125 Prestige 4x4 (SUV / Geländewagen),Benzin,Schaltgetriebe manuell,1264,saint cergue,"8, ch de la falaise",4.2018,4.0,2018.0,2018-04,DACIA,35237,125,15900
7431889,TOYOTA Yaris 1.0 Linea Luna (Kleinwagen),Benzin,Schaltgetriebe manuell,8863,Buttikon,Kantonsstrasse 52o,3.2005,3.0,2005.0,2005-03,TOYOTA,145000,65,3800
7408748,DS AUTOMOBILES DS3 1.6 THP Sport Chic (Kleinwagen),Benzin,Schaltgetriebe manuell,9500,Wil,Marktgasse 56,11.2012,11.0,2012.0,2012-11,DS,94600,156,7399
7431906,LAND ROVER Range Rover Sport 3.0 V6 SC HSE Automatic (SUV / Geländewagen),Benzin,Automat sequentiell,8555,Müllheim Dorf,Im Wiel 1,5.2014,5.0,2014.0,2014-05,LAND,63000,340,39900
7431897,VW Golf 2.0 TFSI GTI (Limousine),Benzin,Schaltgetriebe manuell,3253,Schnottwil,Fluehof 1,12.2006,12.0,2006.0,2006-12,VW,198000,200,4999
7431635,AUDI Q7 3.0 TDI quattro tiptronic (SUV / Geländewagen),Diesel,Automat sequentiell,8708,Männedorf,Sonnenbergstrasse 30,1.2017,1.0,2017.0,2017-01,AUDI,31000,272,57450
7431633,MERCEDES-BENZ SLK 230 Kompressor (Cabriolet),Benzin,Schaltgetriebe manuell,3253,Schnottwil,Bielhölzliweg 7,5.1999,5.0,1999.0,1999-05,MERCEDES-BENZ,92000,193,9200
7220426,SKODA Superb Combi 2.0 TSI Sport Line DSG 4x4 (Kombi),Benzin,Automatisiertes Schaltgetriebe,5722,Gränichen,5722 Gränichen,6.2017,6.0,2017.0,2017-06,SKODA,68000,280,31500
7401056,AUDI S4 3.0 TFSI quattro S-tronic (Limousine),Benzin,Automatisiertes Schaltgetriebe,6006,Luzern,Weggismattstrasse 12,4.201,4.0,2010.0,2010-04,AUDI,65288,400,30000
7431334,FIAT Bravo 1.4 16V Turbo Sport (Limousine),Benzin,Schaltgetriebe manuell,6275,Ballwil,6275 Ballwil,11.2013,11.0,2013.0,2013-11,FIAT,33000,140,8300
7431398,TOYOTA Land Cruiser 300 3.0 TD VX (SUV / Geländewagen),Diesel,Schaltgetriebe manuell,1009,pully,ch.du liseron 9,5.2002,5.0,2002.0,2002-05,TOYOTA,299000,163,7900
7431308,MERCEDES-BENZ GLC 220 d AMG Line 4Matic 9G-Tronic (SUV / Geländewagen),Diesel,Automat sequentiell,8000,Zürich,Schwarzackerstrasse 33,1.202,1.0,2020.0,2020-01,MERCEDES-BENZ,3230,194,66900
7134698,JAGUAR F-Pace 2.0d R-Sport AWD Automatik (SUV / Geländewagen),Diesel,Automat sequentiell,1007,Lausanne,Chemin de Contigny 3,12.2017,12.0,2017.0,2017-12,JAGUAR,50304,180,38990
7431031,MERCEDES-BENZ E 350 CGI BlueEfficiency 7G-Tronic (Coupé),Benzin,Automat sequentiell,8706,Meilen,Austrasse 13,6.2009,6.0,2009.0,2009-06,MERCEDES-BENZ,130000,292,11500
7273325,LEXUS RX 450h Edition AWD Automatic (SUV / Geländewagen),Voll-Hybrid Benzin/Elektro,Automat stufenlos,8102,Oberengstringen,Sonnenbergstrasse 12,1.2011,1.0,2011.0,2011-01,LEXUS,69800,250,21900
7340621,AUDI S3 Sportback 2.0 TFSI quattro S-tronic (Limousine),Benzin,Automatisiertes Schaltgetriebe,1018,Laisanne,92 route Aloys fauquez,12.2014,12.0,2014.0,2014-12,AUDI,64000,301,28000
7251425,SKODA Octavia Combi 2.0 TDI RS DSG (Kombi),Diesel,Automatisiertes Schaltgetriebe,8400,Winterthur,8400 Winterthur,3.2019,3.0,2019.0,2019-03,SKODA,14000,184,33400
6844498,AUDI Q5 3.0 TDI clean quattro S-tronic (SUV / Geländewagen),Diesel,Automatisiertes Schaltgetriebe,3800,Interlaken,Waldeggstrasse 34,7.2015,7.0,2015.0,2015-07,AUDI,65000,258,32980
7430359,AUDI S3 2.0 TFSI quattro (Coupé),Benzin,Schaltgetriebe manuell,7000,Chur,7000 Chur,11.2017,11.0,2017.0,2017-11,AUDI,34500,310,34500
7430224,AUDI S6 5.2 V10 quattro tiptronic (Limousine),Benzin,Automat sequentiell,3123,Belp,Steinbachstrasse 92,11.2006,11.0,2006.0,2006-11,AUDI,218000,435,10900
7387313,AUDI A5 Cabriolet 2.0 TFSI multitronic (Cabriolet),Benzin,"Automat stufenlos, sequentiell",4142,Münchenstein,Gartenstadt 3,4.201,4.0,2010.0,2010-04,AUDI,85000,211,16800
7175007,VW T5 Multivan 2.0 TDI CR Comfortline Cup DSG (Bus),Diesel,Automatisiertes Schaltgetriebe,8274,Tägerwilen,8274 Tägerwilen,11.2015,11.0,2015.0,2015-11,VW,93500,140,29900
7429665,PORSCHE 911 Carrera S (Coupé),Benzin,Schaltgetriebe manuell,8304,Wallisellen,8304 Wallisellen,5.2005,5.0,2005.0,2005-05,PORSCHE,136000,355,36900
7429613,VW Golf Variant 2.0 TSI R 4 Motion DSG (Kombi),Benzin,Automatisiertes Schaltgetriebe,1267,Vich,1267 Vich,6.2015,6.0,2015.0,2015-06,VW,27000,301,33900
7429503,OPEL Zafira 1.9 CDTI Automatic (Kompaktvan / Minivan),Diesel,Automat sequentiell,5728,Gontenschwil,Industriestrasse 1283,9.2009,9.0,2009.0,2009-09,OPEL,132443,120,4200
7429266,AUDI A6 Avant 3.0 TFSI quattro tiptronic (Kombi),Benzin,Automat sequentiell,6144,Zell,Bifigmatte 10,12.201,12.0,2010.0,2010-12,AUDI,245000,290,9800
7277551,AUDI A4 allroad 2.0 TFSI quattro (Kombi),Benzin,Automatisiertes Schaltgetriebe,8310,Grafstal,Dorfstrasse 24,6.201,6.0,2010.0,2010-06,AUDI,122000,270,14900
7429202,TESLA Model S 85 D (Limousine),Elektro,Automatisiertes Schaltgetriebe,5466,Kaiserstuhl,Hinter der Kirche 23,4.2015,4.0,2015.0,2015-04,TESLA,134000,525,39000
7425289,CHEVROLET Corvette 6.2 Automatic (Coupé),Benzin,Automat sequentiell,5610,Wohlen AG,5610 Wohlen AG,5.201,5.0,2010.0,2010-05,CHEVROLET,99621,437,25000
7429059,JAGUAR E-Pace 2.0 P250 R-Dynamic HSE AWD (SUV / Geländewagen),Benzin,Automat sequentiell,8600,Dübendorf,Lägernstrasse 24,5.2018,5.0,2018.0,2018-05,JAGUAR,29600,249,41000
7428978,VW Tiguan 2.0 TSI Sport&Style DSG (SUV / Geländewagen),Benzin,Automatisiertes Schaltgetriebe,4153,Reinach-BL,4153 Reinach-BL,1.2011,1.0,2011.0,2011-01,VW,97000,170,15950
7428917,MERCEDES-BENZ GLE 350 d Executive 4Matic 9G-Tronic (SUV / Geländewagen),Diesel,Automat sequentiell,1202,Genève,1202 Genève,12.2015,12.0,2015.0,2015-12,MERCEDES-BENZ,147500,258,31500
7428888,MITSUBISHI Lancer Evo IX GSR (Limousine),Benzin,Schaltgetriebe manuell,2740,Moutier,Gare 15,8.2007,8.0,2007.0,2007-08,MITSUBISHI,87000,280,34500
7428825,BMW 550i Touring Steptronic (Kombi),Benzin,Automat sequentiell,8267,Berlingen,Bachstrasse 28,5.2008,5.0,2008.0,2008-05,BMW,267000,367,6800
7428807,AUDI TT Roadster 2.0 TFSI quattro S-tronic (Cabriolet),Benzin,Automatisiertes Schaltgetriebe,6319,Allenwinden,6319 Allenwinden,2.2014,2.0,2014.0,2014-02,AUDI,69000,211,24799
7428691,MERCEDES-BENZ GLE 350 d Executive 4Matic 9G-Tronic (SUV / Geländewagen),Diesel,Automat sequentiell,4000,Basel,4000 Basel,10.2017,10.0,2017.0,2017-10,MERCEDES-BENZ,37000,258,64500
7428635,AUDI A5 Sportback 2.0 TFSI quattro (Limousine),Benzin,Schaltgetriebe manuell,2502,Biel/Bienne,Vogelsang,1.2012,1.0,2012.0,2012-01,AUDI,66800,211,19900
6975969,CHRYSLER 300C Platinum (Limousine),Diesel,Automatik-Getriebe,8932,Mettmenstetten,8932 Mettmenstetten,5.2013,5.0,2013.0,2013-05,CHRYSLER,69000,240,17000
7428632,LAND ROVER Range Rover 5.0 V8 SC SV Autobiography Dynamic Aut (SUV / Geländewagen),Benzin,Automat sequentiell,1197,prangins,chemin de la vigne 1,2.2018,2.0,2018.0,2018-02,LAND,36000,550,119000
7271229,SUBARU Impreza 2.0 Turbo 4WD WRX STI (Limousine),Benzin,Schaltgetriebe manuell,3752,Wimmis,Mattestrasse 22,4.2004,4.0,2004.0,2004-04,SUBARU,84000,265,29000
7428555,AUDI Q7 (SUV / Geländewagen),Diesel,Automatik-Getriebe,5223,Riniken,Paradiesstrasse 22,7.2014,7.0,2014.0,2014-07,AUDI,70000,245,37500
7428488,AUDI RS5 Coupé 4.2 FSI quattro S-tronic (Coupé),Benzin,Automatisiertes Schaltgetriebe,5745,Safenwil,Brühlstrasse 2,2.2011,2.0,2011.0,2011-02,AUDI,141000,450,24900
7427298,LAND ROVER Range Rover Sport 3.0 SDV6 HSE Dynamic Automatic (SUV / Geländewagen),Diesel,Automat sequentiell,1661,Le Pâquier,Villarblanchin 14,12.2016,12.0,2016.0,2016-12,LAND,77000,306,50900
7428332,VW Golf Cabriolet 1800 GL Quartett/Special/White (Cabriolet),Benzin,Schaltgetriebe manuell,5413,Birmenstorf,Chileweg 15,7.1987,7.0,1987.0,1987-07,VW,202500,98,10800
6938943,VW Golf 1800 GTI (Limousine),Benzin,Schaltgetriebe manuell,8902,Urdorf,Steinackerstrasse 35,5.199,5.0,1990.0,1990-05,VW,161500,107,22500
7428273,SUBARU Levorg 1.6DIT Swiss S AWD Lineartronic (Kombi),Benzin,"Automat stufenlos, sequentiell",5103,Möriken,Erlenweg 1,3.2017,3.0,2017.0,2017-03,SUBARU,22200,170,25800
7428201,VW Golf 1.2 TSI Lounge (Limousine),Benzin,Schaltgetriebe manuell,8322,Madetswil,8322 Madetswil,11.2015,11.0,2015.0,2015-11,VW,29700,110,15900
6894838,SKODA Kodiaq 2.0 TDI CR Style 4x4 DSG (SUV / Geländewagen),Diesel,Automatisiertes Schaltgetriebe,8192,Glattfelden,8192 Glattfelden,12.2017,12.0,2017.0,2017-12,SKODA,32000,190,32900
7428009,FORD Kuga 1.5 SCTi Business 2WD (SUV / Geländewagen),Benzin,Schaltgetriebe manuell,4600,Olten,4600 Olten,12.2017,12.0,2017.0,2017-12,FORD,42800,150,17500
7427979,CHEVROLET Cruze 1.7 VCDi LTZ (Limousine),Diesel,Schaltgetriebe manuell,3185,Schmitten,3185 Schmitten,6.2014,6.0,2014.0,2014-06,CHEVROLET,42608,130,11900
7427872,BMW M5 Drivelogic (Limousine),Benzin,Automatisiertes Schaltgetriebe,8052,Zürich,8052 Zürich,10.2012,10.0,2012.0,2012-10,BMW,122000,560,39500
7308698,VW Passat Variant 2.0 TDI BMT Highline DSG (Kombi),Diesel,Automatisiertes Schaltgetriebe,8500,Frauenfeld,Hummelstrasse 8a,9.2011,9.0,2011.0,2011-09,VW,157200,140,13100
7427865,AUDI A3 Sportback 1.8 TFSI Attraction (Limousine),Benzin,Schaltgetriebe manuell,8608,Bubikon,8608 Bubikon,4.2009,4.0,2009.0,2009-04,AUDI,150000,160,4900
6893285,SKODA Superb Combi 2.0 TSI Ambition DSG (Kombi),Benzin,Automatisiertes Schaltgetriebe,1207,Geneve,25 avenue pictet de rochemont,3.2011,3.0,2011.0,2011-03,SKODA,122400,200,10250
7381144,BMW 650i Cabrio (Cabriolet),Benzin,Automat sequentiell,6830,chiasso,"l. favre 9,",3.2012,3.0,2012.0,2012-03,BMW,98700,408,27800
7427711,PORSCHE Cayenne GTS (SUV / Geländewagen),Benzin,Automat sequentiell,6833,Vacallo,via Fontanella 2,6.2013,6.0,2013.0,2013-06,PORSCHE,106800,420,45000
7427598,AUDI A3 3.2 Ambition V6 quattro (Limousine),Benzin,Automatisiertes Schaltgetriebe,1260,nyon,1260 nyon,4.2006,4.0,2006.0,2006-04,AUDI,162276,250,6000
7427412,KIA Sportage 2.0 CRDi Trend 4WD Automatic (SUV / Geländewagen),Diesel,Automat sequentiell,8126,Zumikon,8126 Zumikon,6.2015,6.0,2015.0,2015-06,KIA,18000,184,21000
7427351,AUDI RS3 Sportback 2.5 TSI quattro S-tronic (Limousine),Benzin,Automatisiertes Schaltgetriebe,9470,Buchs,Dossenstrasse 15,4.2019,4.0,2019.0,2019-04,AUDI,4500,400,65500
7427310,PORSCHE Cayenne S (SUV / Geländewagen),Benzin,Automat sequentiell,4147,Aesch,4147 Aesch,6.2018,6.0,2018.0,2018-06,PORSCHE,23000,440,98000
7427294,BMW 135i Cabrio DSG (Cabriolet),Benzin,Automatisiertes Schaltgetriebe,4334,Sisseln,Bodenackerstrasse 6a,1.201,1.0,2010.0,2010-01,BMW,103000,306,17500
7426619,VOLVO V60 D3 Geartronic (Kombi),Diesel,Automat sequentiell,8134,Adliswil,Grütstrasse 39,6.2011,6.0,2011.0,2011-06,VOLVO,147000,163,8300
7426194,JEEP Grand Cherokee 3.0 CRD Summit Automatic (SUV / Geländewagen),Diesel,Automat sequentiell,1052,Le Mont-sur-Lausanne,Chemin du Verger 1,2.2017,2.0,2017.0,2017-02,JEEP,59000,250,37500
7336646,CHEVROLET CORVETTE Grand Sport LT4 (Cabriolet),Benzin,Schaltgetriebe manuell,4253,Liesberg,Delsbergstrasse 53,10.1996,10.0,1996.0,1996-10,CHEVROLET,40600,330,35000
7244464,VW Golf 2.0 TSI R Team 4Motion DSG (Limousine),Benzin,Automatisiertes Schaltgetriebe,9057,Weissbad,9057 Weissbad,11.2011,11.0,2011.0,2011-11,VW,103000,310,19400
7424437,CITROEN Grand C4 Picasso 1.2 Pure Tech Feel Edition EAT6 (Kompaktvan / Minivan),Benzin,Automat sequentiell,8810,Horgen,Seestrasse 91,12.2016,12.0,2016.0,2016-12,CITROEN,42000,131,17999
7368683,RENAULT R19 Cabrio 1.8 (Cabriolet),Benzin,Schaltgetriebe manuell,3032,Hinterkappelen,Kappelenring 10,11.1992,11.0,1992.0,1992-11,RENAULT,98000,95,3000
6521611,PORSCHE Macan S Diesel PDK (SUV / Geländewagen),Diesel,Automatisiertes Schaltgetriebe,9495,Triesen,Lindenplatz 15,4.2017,4.0,2017.0,2017-04,PORSCHE,48500,258,51500
7423157,MERCEDES-BENZ GLA 250 4Matic 7G-DCT (SUV / Geländewagen),Benzin,Automatisiertes Schaltgetriebe,1255,Veyrier,1255 Veyrier,12.2019,12.0,2019.0,2019-12,MERCEDES-BENZ,1200,211,39000
7321506,NISSAN 370 Z Pack (Coupé),Benzin,Schaltgetriebe manuell,8604,Volketswil,8604 Volketswil,7.2012,7.0,2012.0,2012-07,NISSAN,65000,330,20200
7423146,FORD Mondeo 2.0 HEV Titanium eCVT (Kombi),Voll-Hybrid Benzin/Elektro,"Automat stufenlos, sequentiell",6343,Rotkreuz,6343 Rotkreuz,7.2019,7.0,2019.0,2019-07,FORD,6900,188,28900
7247204,AUDI Q7 50 TDI quattro tiptronic (SUV / Geländewagen),Diesel,Automat sequentiell,8107,Buchs,Krähstelstrasse 14,11.2018,11.0,2018.0,2018-11,AUDI,24000,286,72500
7333141,AUDI A3 2.0 Turbo FSI Ambition quattro (Limousine),Benzin,Schaltgetriebe manuell,1084,Carrouge,1084 Carrouge,1.2008,1.0,2008.0,2008-01,AUDI,117000,200,8700
7422063,PORSCHE 911 Carrera 4S (Coupé),Benzin,Schaltgetriebe manuell,4114,Hofstetten,Hollenweg 17,4.2006,4.0,2006.0,2006-04,PORSCHE,114000,355,42920
7173472,PORSCHE Panamera 4 3.6 PDK (Limousine),Benzin,Automatisiertes Schaltgetriebe,8706,meilen,8706 meilen,5.2016,5.0,2016.0,2016-05,PORSCHE,55000,310,60000
7096316,BMW 520d Touring xDrive Steptronic (Kombi),Diesel,Automat sequentiell,1273,ARZIER,"chemin des Pins, 5",11.2015,11.0,2015.0,2015-11,BMW,164000,190,14990
6623687,MERCEDES-BENZ SL 600 Automatic (Cabriolet),Benzin,Automat,4153,Reinach,4153 Reinach,7.2003,7.0,2003.0,2003-07,MERCEDES-BENZ,55000,600,39800
7421822,AUDI A5 Coupé 2.0 TFSI (Coupé),Benzin,Schaltgetriebe manuell,8240,Thayngen,Egelseeweg 7,9.201,9.0,2010.0,2010-09,AUDI,199754,180,9999
7421897,AUDI AUDI Q5 2.0 TDI quattro S-tronic (SUV / Geländewagen),Diesel,Automatisiertes Schaltgetriebe,1635,La Tour-de-Treme,1635 La Tour-de-Treme,4.2012,4.0,2012.0,2012-04,AUDI,136000,170,16900
7329542,VW Phaeton 3.0 TDi V6 4Motion Tiptronic (Limousine),Diesel,Automat,8637,Laupen,Steinwiesliweg 4,10.2009,10.0,2009.0,2009-10,VW,138000,240,10000
7421634,MERCEDES-BENZ GLC 350 e 4Matic 7G-Tronic (SUV / Geländewagen),Plug-in-Hybrid Benzin/Elektro,Automat sequentiell,1820,Teritet,Chantemerle 24,3.2018,3.0,2018.0,2018-03,MERCEDES-BENZ,41000,320,50950
7421421,PORSCHE Macan GTS PDK (SUV / Geländewagen),Benzin,Automatisiertes Schaltgetriebe,8700,Küsnacht,Rainweg 18,5.2017,5.0,2017.0,2017-05,PORSCHE,32400,360,70000
7421448,BMW M5 (Limousine),Benzin,Automatisiertes Schaltgetriebe,6500,Bellinzona,Maestri Comacini 22c,1.2006,1.0,2006.0,2006-01,BMW,150000,507,23000
7173873,MERCEDES-BENZ GLC 250 d Exclusive 4Matic 9G-Tronic (SUV / Geländewagen),Diesel,Automat sequentiell,1207,Geneve,rue François-Versonnex 7,1.2016,1.0,2016.0,2016-01,MERCEDES-BENZ,71000,204,34500
7406422,MERCEDES-BENZ CLA 45 AMG 4Matic Speedshift (Limousine),Benzin,Automatisiertes Schaltgetriebe,5314,Kleindöttingen,Mattenweg,6.2017,6.0,2017.0,2017-06,MERCEDES-BENZ,63000,381,49990
7420214,AUDI TTS Roadster 2.0 TFSI quattro S-tronic (Cabriolet),Benzin,Automatisiertes Schaltgetriebe,5502,Hunzenschwil,Hauptstrasse 29a,5.2011,5.0,2011.0,2011-05,AUDI,141000,272,15800
7419348,VW Tiguan 2.0 TDI SCR Comfortline 4Motion DSG (SUV / Geländewagen),Diesel,Automatisiertes Schaltgetriebe,1714,Heitenried,"Hauptstrasse, 44",9.2019,9.0,2019.0,2019-09,VW,10000,150,41800
7418591,SEAT Alhambra 2.0 TDI Style Viva Eco DSG (Kompaktvan / Minivan),Diesel,Automatisiertes Schaltgetriebe,8049,Zürich,Am Hönggerberg 110,9.2014,9.0,2014.0,2014-09,SEAT,69000,140,20400
7411773,RENAULT Mégane 1.2 16V Turbo Swiss Edition (Limousine),Benzin,Schaltgetriebe manuell,3920,Zermatt,Vispastrasse 24,9.2013,9.0,2013.0,2013-09,RENAULT,30500,131,10500
7414901,MERCEDES-BENZ C 43 AMG 4Matic 9G-tronic (Coupé),Benzin,Automat sequentiell,1950,Sion,Rue de l'Avenir 1,12.2016,12.0,2016.0,2016-12,MERCEDES-BENZ,70000,367,48000
7418001,BMW X2 sDrive 20i M Sport Steptronic DSK (SUV / Geländewagen),Benzin,Automatisiertes Schaltgetriebe,5707,Seengen,5707 Seengen,8.2018,8.0,2018.0,2018-08,BMW,11900,192,38500
7417822,VW Touareg 3.0 TDI R Line Tiptronic (SUV / Geländewagen),Diesel,Automat sequentiell,8200,Schaffhausen,8200 Schaffhausen,11.2018,11.0,2018.0,2018-11,VW,21400,286,78900
7417967,SKODA Superb Combi 2.0 TDi Ambition (Kombi),Diesel,Automatik-Getriebe,9245,Oberbüren,Industrie Haslen 3,10.2018,10.0,2018.0,2018-10,SKODA,33618,150,26990
7416402,BMW 730 Ld X Drive mit Business Lounge (Limousine),Automatik-Getriebe,Allrad,8330,Pfäffikon,8330 Pfäffikon,1.2018,1.0,2018.0,2018-01,BMW,37800,258,79999
7416722,VW Touareg 3.0 TDI BMT Peak Tiptronic (SUV / Geländewagen),Diesel,Automat sequentiell,9320,Frasnacht,Rossweidstrasse 1a,3.2016,3.0,2016.0,2016-03,VW,62500,262,34900
7416232,AUDI A3 Sportback 1.8 TFSI Ambition quattro S-tronic (Limousine),Benzin,Automatisiertes Schaltgetriebe,8847,Egg,Etzel 10,9.2013,9.0,2013.0,2013-09,AUDI,180000,180,10000
7416539,MERCEDES-BENZ C 220 BlueTEC (Kombi),Diesel,Schaltgetriebe manuell,5400,Baden,Mellingerstrasse 54,5.2016,5.0,2016.0,2016-05,MERCEDES-BENZ,177000,170,14500
7327593,BMW 230i M Sport Steptronic (Cabriolet),Benzin,Automat sequentiell,5436,würenlos,5436 würenlos,4.2017,4.0,2017.0,2017-04,BMW,9500,252,35900
7415286,SKODA Octavia Combi 2.0 TDI Twenty20 4x4 DSG (Kombi),Diesel,Automatisiertes Schaltgetriebe,1180,Rolle,1180 Rolle,1.2013,1.0,2013.0,2013-01,SKODA,74000,140,10500
7056744,VW Golf 2.0 TSI R 4Motion DSG (Limousine),Benzin,Automatisiertes Schaltgetriebe,5708,Birrwil,Obere Wanne 25,2.2019,2.0,2019.0,2019-02,VW,15000,301,49490
7415160,BMW 320i Touring (Kombi),Benzin,Schaltgetriebe manuell,4900,Langenthal,4900 Langenthal,1.2012,1.0,2012.0,2012-01,BMW,160000,170,7300
7415118,"AUDI TT 2.0 TFSI, 200 PS & Turbo, S-Line, DSG Tiptronic Automatik mit Schaltwippen am Lenkrad (Coupé)",Benzin,Automatisiertes Schaltgetriebe,6362,Stansstad,Feld 11,3.2008,3.0,2008.0,2008-03,AUDI,209000,200,8500
6977670,MERCEDES-BENZ E 350 CGI BlueEfficiency 7G-Tronic (Cabriolet),Benzin,Automat sequentiell,4143,Dornach,Wollmattweg,4.201,4.0,2010.0,2010-04,MERCEDES-BENZ,62200,292,21000
7414882,BMW 118d xDrive (Limousine),Diesel,Schaltgetriebe manuell,1052,Le Mont-sur-Lausanne,1052 Le Mont-sur-Lausanne,4.2015,4.0,2015.0,2015-04,BMW,99000,143,13800
7414789,AUDI A3 Sportback 1.8 TFSI Ambition (Limousine),Benzin,Schaltgetriebe manuell,9462,Montlingen,Hirschenweg 1,7.2009,7.0,2009.0,2009-07,AUDI,139500,160,8400
7414736,SMART fortwo Brabus softouch (Kleinwagen),Benzin,Automatisiertes Schaltgetriebe,8555,Müllheim Dorf,Am Lindenhügel 26,4.2011,4.0,2011.0,2011-04,SMART,90500,102,7200
7414709,PEUGEOT RCZ 1.6 Turbo GT Line (Coupé),Benzin,Schaltgetriebe manuell,4054,Basel,Neubadstrasse 37,7.2015,7.0,2015.0,2015-07,PEUGEOT,35000,200,19500
7358515,AUDI Q5 2.0 TFSI quattro tiptronic (SUV / Geländewagen),Benzin,Automat sequentiell,1762,givisiez,"Route de l'Epinay,8",5.2016,5.0,2016.0,2016-05,AUDI,53500,230,32000
7413801,LAND ROVER Range Rover 4.4 SDV8 Vogue Automatic (SUV / Geländewagen),Diesel,Automat sequentiell,6833,VACALLO,VIA SAN MARTINO 19,4.2013,4.0,2013.0,2013-04,LAND,78000,340,57000
